collector_number,name,types,domain,description,alt_text,paraphrase,implementation_status,issues_or_mismatches,rbexp_refs
OGN-174/298,Sai Scout,unit,chaos,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
You may play me to an open battlefield.","Riftbound Unit: Sai Scout. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
You may play me to an open battlefield.","[Vision] (On play, look at the top card of your Main Deck. Optional: recycle it.) Optional: play me to an open battlefield.",FULL,,Full_Card_Audit.json
SFD-158/221,Sandshifter,unit,order,"When you play me, kill an enemy unit with 3 [S] or less.","Riftbound Unit: Sandshifter. When you play me, kill an enemy unit with 3 [S] or less.","On play, kill an enemy unit with 3 [S] or less.",UNKNOWN,,
OGN-020/298,Scrapyard Champion,unit,fury,"[Legion] — When you play me, discard 2, then draw 2. (Get the effect if you've played another card this turn.)","Riftbound Unit: Scrapyard Champion. [Legion] — When you play me, discard 2, then draw 2. (Get the effect if you've played another card this turn.)","[Legion] — On play, discard 2, then draw 2. (Get the effect if you've played another card this turn.)",PARTIAL,"Flags: CONDITIONAL_GENERAL, TURN_SCOPED_TRIGGER",problems.json
SFD-098/221,Sea Monkey,unit,body,"You may pay [1] as an additional cost to play me.
When you play me, if you paid the additional cost, buff me.  (Give me a +1 [S] buff if I don't already have one.)","Riftbound Unit: Sea Monkey. You may pay [1] as an additional cost to play me.
When you play me, if you paid the additional cost, buff me. (Give me a +1 [S] buff if I don't already have one.)","Optional: pay [1] as an additional cost to play me. On play, if you paid the additional cost, buff me. (Give me a +1 [S] buff if I don't already have one.)",PARTIAL,"Flags: CONDITIONAL_GENERAL, ADDITIONAL_COST",problems.json
SFD-008/221,Sentinel Adept,unit,fury,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)","Riftbound Unit: Sentinel Adept. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)","[Weaponmaster] (On play, Optional: [Equip] one of your Equipment to me for [A] less, even if it's already attached.)",PARTIAL,Weaponmaster on-play equip choice flow is implemented; full cost-reduction nuance remains partial.,problems.json
OGN-240a/298,"Sett, Kingpin",unit,order,"[Tank] (I must be assigned combat damage first.)
I get +1 [S] for each buffed friendly unit at my battlefield.","Riftbound Unit: Sett, Kingpin. [Tank] (I must be assigned combat damage first.)
I get +1 [S] for each buffed friendly unit at my battlefield.",[Tank] (I must be assigned combat damage first.) I get +1 [S] for each buffed friendly unit at my battlefield.,UNSUPPORTED,Flags: SCALING_EFFECT,problems.json
OGN-241/298,"Shen, Kinkou",unit,order,"[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Shield 2] (+2 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)","Riftbound Unit: Shen, Kinkou. [Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Shield 2] (+2 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)","[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.) [Shield 2] (+2 [S] while I'm a defender.) [Tank] (I must be assigned combat damage first.)",UNSUPPORTED,Flags: KEYWORD_UNSUPPORTED: Reaction,Full_Card_Audit.json
OGN-175/298,Shipyard Skulker,unit,chaos,,Riftbound Unit: Shipyard Skulker.,Riftbound Unit: Shipyard Skulker.,NO_TEXT,,Full_Card_Audit.json
SFD-047/221,Simian Ancestor,unit,calm,"When you buff me, ready me.","Riftbound Unit: Simian Ancestor. When you buff me, ready me.","When you buff me, ready me.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you buff me,problems.json
SFD-120/221,"Sivir, Ambitious",unit,body,"[Deflect 2]  (Opponents must pay \[A]\[A] to choose me with a spell or Ability.) 
When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you may deal that much to an enemy unit.","Riftbound Unit: Sivir, Ambitious. [Deflect 2] (Opponents must pay [A][A] to choose me with a spell or Ability.)
When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you may deal that much to an enemy unit.","[Deflect 2] (Opponents must pay \[A]\[A] to choose me with a spell or Ability.) When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, Optional: deal that much to an enemy unit.",UNSUPPORTED,Flags: CONDITIONAL_GENERAL,problems.json
SFD-143a/221,"Sivir, Mercenary",unit,chaos,"[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
If you've spent at least \[A]\[A] this turn, I have +2 [S] and [Ganking].  (I can move from battlefield to battlefield.)","Riftbound Unit: Sivir, Mercenary. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
If you've spent at least [A][A] this turn, I have +2 [S] and [Ganking]. (I can move from battlefield to battlefield.)","[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) If you've spent at least \[A]\[A] this turn, I have +2 [S] and [Ganking]. (I can move from battlefield to battlefield.)",PARTIAL,"Flags: CONDITIONAL_GENERAL, ADDITIONAL_COST",problems.json
OGN-176/298,Sneaky Deckhand,unit,chaos,You may play me to an open battlefield.,Riftbound Unit: Sneaky Deckhand. You may play me to an open battlefield.,Optional: play me to an open battlefield.,FULL,,Full_Card_Audit.json
OGN-216/298,Soaring Scout,unit,order,"[Deathknell] — Channel 1 rune exhausted. (When I die, get the effect.)","Riftbound Unit: Soaring Scout. [Deathknell] — Channel 1 rune exhausted. (When I die, get the effect.)","[Deathknell] — Channel 1 rune exhausted. (When I die, get the effect.)",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Deathknell,Full_Card_Audit.json
OGN-225/298,Solari Chief,unit,order,"When you play me, choose an enemy unit. If it is stunned, kill it. Otherwise, stun it. (It doesn't deal combat damage this turn.)","Riftbound Unit: Solari Chief. When you play me, choose an enemy unit. If it is stunned, kill it. Otherwise, stun it. (It doesn't deal combat damage this turn.)","On play, choose an enemy unit. If it is stunned, kill it. Otherwise, stun it. (It doesn't deal combat damage this turn.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGN-051/298,Solari Shieldbearer,unit,calm,"When you play me, stun a unit. (It doesn't deal combat damage this turn.)","Riftbound Unit: Solari Shieldbearer. When you play me, stun a unit. (It doesn't deal combat damage this turn.)","On play, stun a unit. (It doesn't deal combat damage this turn.)",FULL,,Full_Card_Audit.json
OGN-073/298,"Sona, Harmonious",unit,calm,"While I'm at a battlefield, ready 4 friendly runes at the end of your turn.","Riftbound Unit: Sona, Harmonious. While I'm at a battlefield, ready 4 friendly runes at the end of your turn.","While I'm at a battlefield, ready 4 friendly runes at the end of your turn.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: While I'm at a battlefield,Full_Card_Audit.json
SFD-239/221,"Soraka, Wanderer",unit,order,"I must be assigned combat damage last.
If another unit you control here would die, if it has less Might than me, instead heal it, exhaust it, and recall it.  (Send it to base. This isn't a move.)","Riftbound Unit: Soraka, Wanderer. I must be assigned combat damage last.
If another unit you control here would die, if it has less Might than me, instead heal it, exhaust it, and recall it. (Send it to base. This isn't a move.)","I must be assigned combat damage last. If another unit you control here would die, if it has less Might than me, instead heal it, exhaust it, and recall it. (Send it to base. This isn't a move.)",PARTIAL,"Flags: CONDITIONAL_GENERAL, REPLACEMENT_EFFECT",problems.json
OGN-196/298,Soulgorger,unit,chaos,"When you play me, you may play a unit from your trash, ignoring its Energy cost.)","Riftbound Unit: Soulgorger. When you play me, you may play a unit from your trash, ignoring its Energy cost.)","On play, Optional: play a unit from your trash, ignoring its Energy cost.)",FULL,,Full_Card_Audit.json
OGN-226/298,Spectral Matron,unit,order,"When you play me, you may play a unit costing no more than [3] and no more than [A] from your trash, ignoring its cost.","Riftbound Unit: Spectral Matron. When you play me, you may play a unit costing no more than [3] and no more than [A] from your trash, ignoring its cost.","On play, Optional: play a unit costing no more than [3] and no more than [A] from your trash, ignoring its cost.",FULL,,Full_Card_Audit.json
OGN-274/298,Sprite,unit,colorless,"[Temporary] (Kill me at the start of your Beginning Phase, before scoring.)","Riftbound Unit: Sprite. [Temporary] (Kill me at the start of your Beginning Phase, before scoring.)","[Temporary] (Kill me at the start of your Beginning Phase, before scoring.)",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Temporary,Full_Card_Audit.json
OGN-106/298,Sprite Mother,unit,mind,"When you play me, play a ready 3 [S] Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)","Riftbound Unit: Sprite Mother. When you play me, play a ready 3 [S] Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)","On play, play a ready 3 [S] Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Temporary,Full_Card_Audit.json
OGN-052/298,Stalwart Poro,unit,calm,[Shield] (+1 [S] while I'm a defender.),Riftbound Unit: Stalwart Poro. [Shield] (+1 [S] while I'm a defender.),[Shield] (+1 [S] while I'm a defender.),FULL,,Full_Card_Audit.json
OGN-177/298,Stealthy Pursuer,unit,chaos,"When a friendly unit moves from my location, I may be moved with it.","Riftbound Unit: Stealthy Pursuer. When a friendly unit moves from my location, I may be moved with it.","When a friendly unit moves from my location, I may be moved with it.",UNSUPPORTED,Flags: TRIGGER_UNSUPPORTED: When a friendly unit moves from my location,Full_Card_Audit.json
SFD-048/221,Stellacorn Herder,unit,calm,"When I move, draw 1.","Riftbound Unit: Stellacorn Herder. When I move, draw 1.","When I move, draw 1.",UNKNOWN,,
OGN-137/298,Stormclaw Ursine,unit,body,"[Tank] (I must be assigned combat damage first.)
When you play me, channel 1 rune exhausted.","Riftbound Unit: Stormclaw Ursine. [Tank] (I must be assigned combat damage first.)
When you play me, channel 1 rune exhausted.","[Tank] (I must be assigned combat damage first.) On play, channel 1 rune exhausted.",FULL,,Full_Card_Audit.json
OGN-054/298,Sunlit Guardian,unit,calm,"[Shield] (+1 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)","Riftbound Unit: Sunlit Guardian. [Shield] (+1 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)",[Shield] (+1 [S] while I'm a defender.) [Tank] (I must be assigned combat damage first.),FULL,,Full_Card_Audit.json
OGN-074/298,"Taric, Protector",unit,calm,"[Shield] (+1 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
Other friendly units here have [Shield].","Riftbound Unit: Taric, Protector. [Shield] (+1 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
Other friendly units here have [Shield].",[Shield] (+1 [S] while I'm a defender.) [Tank] (I must be assigned combat damage first.) Other friendly units here have [Shield].,FULL,,Full_Card_Audit.json
OGN-075/298,Tasty Faefolk,unit,calm,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
[Deathknell] — Channel 2 runes exhausted and draw 1. (When I die, get the effect.)",Riftbound Unit: Tasty Faefolk. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.),"[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) [Deathknell] — Channel 2 runes exhausted and draw 1. (When I die, get the effect.)",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Deathknell,Full_Card_Audit.json
OGN-197/298,"Teemo, Scout",unit,chaos,"[Hidden] (Hide now for [A] to react with later for [0].)
When you play me, give me +3 [S] this turn.","Riftbound Unit: Teemo, Scout. [Hidden] (Hide now for [A] to react with later for [0].)
When you play me, give me +3 [S] this turn.","[Hidden] (Hide now for [A] to react with later for [0].) On play, give me +3 [S] this turn.",PARTIAL,Flags: TURN_SCOPED_TRIGGER,problems.json
OGN-116/298,Thousand-Tailed Watcher,unit,mind,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
When you play me, give enemy units -3 [S] this turn, to a minimum of 1 [S].""",Riftbound Unit: Thousand-Tailed Watcher. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.),"[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) On play, give enemy units -3 [S] this turn, to a minimum of 1 [S].""",PARTIAL,"Missing primitives: GRANT_KEYWORD_MULTI; Flags: TURN_SCOPED_TRIGGER, ADDITIONAL_COST",problems.json
SFD-060/221,Tianna Crownguard,unit,calm,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
While I'm at a battlefield, opponents can't score points.","Riftbound Unit: Tianna Crownguard. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
While I'm at a battlefield, opponents can't score points.","[Deflect] (Opponents must pay [A] to choose me with a spell or ability.) While I'm at a battlefield, opponents can't score points.",UNKNOWN,,
OGS-018/024,Tibbers,unit,"fury, chaos","When you play me, deal 3 to all units at battlefields.","Riftbound Unit: Tibbers. When you play me, deal 3 to all units at battlefields.","On play, deal 3 to all units at battlefields.",FULL,,Full_Card_Audit.json
OGN-199/298,Tideturner,unit,chaos,"[Hidden] (Hide now for [A] to react with later for [0].)
When you play me, you may choose a unit you control. Move me to its location and it to my original location.","Riftbound Unit: Tideturner. [Hidden] (Hide now for [A] to react with later for [0].)
When you play me, you may choose a unit you control. Move me to its location and it to my original location.","[Hidden] (Hide now for [A] to react with later for [0].) On play, Optional: choose a unit you control. Move me to its location and it to my original location.",PARTIAL,Needs targeted verification,Full_Card_Audit.json
OGN-185/298,Traveling Merchant,unit,chaos,"When I move, discard 1, then draw 1.","Riftbound Unit: Traveling Merchant. When I move, discard 1, then draw 1.","When I move, discard 1, then draw 1.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When I move,Full_Card_Audit.json
