Name,Collector Number,Card Link,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
"Taric, Protector",OGN-074/298,https://riftdecks.com/cards/details-taric-protector,rare,calm,,unit,taric,mounttargon,,,,champion,4,4,C,4C,4,"[Shield] (+1 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
Other friendly units here have [Shield].","Riftbound Unit: Taric, Protector. [Shield] (+1 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
Other friendly units here have [Shield].",
Tasty Faefolk,OGN-075/298,https://riftdecks.com/cards/details-tasty-faefolk,rare,calm,,unit,fae,bandlecity,,,,,7,7,,7,6,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
[Deathknell] — Channel 2 runes exhausted and draw 1. (When I die, get the effect.)",Riftbound Unit: Tasty Faefolk. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.),
"Teemo, Scout",OGN-197/298,https://riftdecks.com/cards/details-teemo-scout,rare,chaos,,unit,yordle,teemo,bandlecity,,,champion,2,2,,2,1,"[Hidden] (Hide now for [A] to react with later for [0].)
When you play me, give me +3 [S] this turn.","Riftbound Unit: Teemo, Scout. [Hidden] (Hide now for [A] to react with later for [0].)
When you play me, give me +3 [S] this turn.",
Thousand-Tailed Watcher,OGN-116/298,https://riftdecks.com/cards/details-thousand-tailed-watcher,rare,mind,,unit,ionia,,,,,,7,7,C,7C,7,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
When you play me, give enemy units -3 [S] this turn, to a minimum of 1 [S].""",Riftbound Unit: Thousand-Tailed Watcher. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.),
Tianna Crownguard,SFD-060/221,https://riftdecks.com/cards/details-tianna-crownguard,epic,calm,,unit,elite,demacia,,,,,7,7,CC,7CC,4,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
While I'm at a battlefield, opponents can't score points.","Riftbound Unit: Tianna Crownguard. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
While I'm at a battlefield, opponents can't score points.",
Tibbers,OGS-018/024,https://riftdecks.com/cards/details-tibbers,epic,fury,chaos,unit,annie,,,,,signature,8,8,CC,8CC,7,"When you play me, deal 3 to all units at battlefields.","Riftbound Unit: Tibbers. When you play me, deal 3 to all units at battlefields.",
Tideturner,OGN-199/298,https://riftdecks.com/cards/details-tideturner,rare,chaos,,unit,bilgewater,,,,,,2,2,,2,2,"[Hidden] (Hide now for [A] to react with later for [0].)
When you play me, you may choose a unit you control. Move me to its location and it to my original location.","Riftbound Unit: Tideturner. [Hidden] (Hide now for [A] to react with later for [0].)
When you play me, you may choose a unit you control. Move me to its location and it to my original location.",
Traveling Merchant,OGN-185/298,https://riftdecks.com/cards/details-traveling-merchant,uncommon,chaos,,unit,bilgewater,,,,,,2,2,,2,2,"When I move, discard 1, then draw 1.","Riftbound Unit: Traveling Merchant. When I move, discard 1, then draw 1.",
Treasure Hunter,SFD-130/221,https://riftdecks.com/cards/details-treasure-hunter,common,chaos,,unit,shurima,,,,,,2,2,,2,1,"When I move, play a Gold gear token exhausted.","Riftbound Unit: Treasure Hunter. When I move, play a Gold gear token exhausted.",
Trifarian Gloryseeker,OGN-217/298,https://riftdecks.com/cards/details-trifarian-gloryseeker,common,order,,unit,trifarian,noxus,,,,,2,2,,2,2,"[Legion] — When you play me, buff me. (If I don't have a buff, I get a +1 [S] buff. Get the effect if you've played another card this turn.)","Riftbound Unit: Trifarian Gloryseeker. [Legion] — When you play me, buff me. (If I don't have a buff, I get a +1 [S] buff. Get the effect if you've played another card this turn.)",
Trove Golem,SFD-174/221,https://riftdecks.com/cards/details-trove-golem,rare,order,,unit,freljord,,,,,,8,8,CC,8CC,9,"When you play me, play four Gold gear tokens exhausted.","Riftbound Unit: Trove Golem. When you play me, play four Gold gear tokens exhausted.",
Trusty Ramhound,SFD-159/221,https://riftdecks.com/cards/details-trusty-ramhound,common,order,,unit,dog,elite,demacia,,,,2,2,,2,2,"While you have another unit here, I have +1 [S].","Riftbound Unit: Trusty Ramhound. While you have another unit here, I have +1 [S].",
"Tryndamere, Barbarian",OGN-034/298,https://riftdecks.com/cards/details-tryndamere-barbarian,rare,fury,,unit,tryndamere,freljord,,,,champion,7,7,CC,7CC,8,"When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you score 1 point.","Riftbound Unit: Tryndamere, Barbarian. When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you score 1 point.",
"Twisted Fate, Gambler",OGN-200/298,https://riftdecks.com/cards/details-twisted-fate-gambler,rare,chaos,,unit,twistedfate,bilgewater,,,,champion,4,4,,4,4,"When I attack, reveal the top rune of your rune deck, then recycle it. Do one of the following based on its domain:
\* [R] — Deal 2 to an enemy unit here and 1 to all other enemy units here.
\* [B] — Draw 1.
\* [Y] — Stun an enemy unit.","Riftbound Unit: Twisted Fate, Gambler. When I attack, reveal the top rune of your rune deck, then recycle it. Do one of the following based on its domain:
* [R] — Deal 2 to an enemy unit here and 1 to all other enemy units here.
* [B] — Draw 1.
* [Y] — Stun an enemy unit.",
"Udyr, Wildman",OGN-157/298,https://riftdecks.com/cards/details-udyr-wildman,rare,body,,unit,udyr,freljord,,,,champion,6,6,C,6C,6,"Spend my buff: Choose one you've not chosen this turn —
\* Deal 2 to a unit at a battlefield.
\* Stun a unit at a battlefield.
\* Ready me.
\* Give me [Ganking] this turn.","Riftbound Unit: Udyr, Wildman. Spend my buff: Choose one you've not chosen this turn —
* Deal 2 to a unit at a battlefield.
* Stun a unit at a battlefield.
* Ready me.
* Give me [Ganking] this turn.",
Undercover Agent,OGN-178/298,https://riftdecks.com/cards/details-undercover-agent,common,chaos,,unit,,,,,,,5,5,C,5C,5,"[Deathknell] — Discard 2, then draw 2. (When I die, get the effect.)","Riftbound Unit: Undercover Agent. [Deathknell] — Discard 2, then draw 2. (When I die, get the effect.)",
Undertitan,SFD-175/221,https://riftdecks.com/cards/details-undertitan,rare,order,,unit,thevoid,,,,,,6,6,C,6C,5,"When you play me, give your other units +2 [S] this turn.
As I'm revealed from your deck, [Add] [2].","Riftbound Unit: Undertitan. When you play me, give your other units +2 [S] this turn.
As I'm revealed from your deck, [Add] [2].",
Unsung Hero,SFD-167/221,https://riftdecks.com/cards/details-unsung-hero,uncommon,order,,unit,elite,demacia,,,,,2,2,,2,2,"[Deathknell] — If I was [Mighty], draw 2. ( When I die, get the effect. I'm Mighty while I have 5+ [S].) ","Riftbound Unit: Unsung Hero. [Deathknell] — If I was [Mighty], draw 2. (When I die, get the effect. I'm Mighty while I have 5+ [S].)",
Vanguard Attendant,OGS-016/024,https://riftdecks.com/cards/details-vanguard-attendant,common,order,,unit,elite,demacia,,,,,6,6,C,6C,5,I enter ready.,Riftbound Unit: Vanguard Attendant. I enter ready.,
Vanguard Captain,OGN-218/298,https://riftdecks.com/cards/details-vanguard-captain,common,order,,unit,elite,demacia,,,,,3,3,C,3C,3,"[Legion] — When you play me, play two 1 [S] Recruit unit tokens here. (Get the effect if you've played another card this turn.)","Riftbound Unit: Vanguard Captain. [Legion] — When you play me, play two 1 [S] Recruit unit tokens here. (Get the effect if you've played another card this turn.)",
Vanguard Sergeant,OGN-219/298,https://riftdecks.com/cards/details-vanguard-sergeant,common,order,,unit,elite,demacia,,,,,4,4,,4,4,,Riftbound Unit: Vanguard Sergeant.,
Veteran Poro,SFD-099/221,https://riftdecks.com/cards/details-veteran-poro,common,body,,unit,poro,freljord,,,,,2,2,,2,2,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) ","Riftbound Unit: Veteran Poro. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)",
"Vex, Cheerless",SFD-146/221,https://riftdecks.com/cards/details-vex-cheerless,rare,chaos,,unit,yordle,vex,shadowisles,,,champion,5,5,C,5C,5,"While I'm in combat, friendly spells cost \[1]\[A] less to a minimum of [1], and enemy spells cost \[1]\[A] more.","Riftbound Unit: Vex, Cheerless. While I'm in combat, friendly spells cost [1][A] less to a minimum of [1], and enemy spells cost [1][A] more.",
"Vi, Destructive",OGN-036/298,https://riftdecks.com/cards/details-vi-destructive,rare,fury,,unit,vi,piltover,,,,champion,2,2,C,2C,3,"[Ganking] (I can move from battlefield to battlefield.)
Recycle 1 from your trash: Give me +1 [S] this turn.","Riftbound Unit: Vi, Destructive. [Ganking] (I can move from battlefield to battlefield.)
Recycle 1 from your trash: Give me +1 [S] this turn.",
"Viktor, Innovator",OGN-117a/298,https://riftdecks.com/cards/details-viktor-innovator,showcase,mind,,unit,viktor,zaun,,,,champion,4,4,C,4C,3,"When you play a card on an opponent's turn, play a 1 [S] Recruit unit token in your base.","Riftbound Unit: Viktor, Innovator. When you play a card on an opponent's turn, play a 1 [S] Recruit unit token in your base.",
"Viktor, Leader",OGN-246/298,https://riftdecks.com/cards/details-viktor-leader,epic,order,,unit,viktor,zaun,,,,champion,4,4,C,4C,4,"When another non-Recruit unit you control dies, play a 1 [S] Recruit unit token into your base.","Riftbound Unit: Viktor, Leader. When another non-Recruit unit you control dies, play a 1 [S] Recruit unit token into your base.",
Void Drone,SFD-010/221,https://riftdecks.com/cards/details-void-drone,common,fury,,unit,thevoid,,,,,,3,3,,3,3,I cost [2] less to play from anywhere other than your hand.,Riftbound Unit: Void Drone. I cost [2] less to play from anywhere other than your hand.,
Void Hatchling,SFD-018/221,https://riftdecks.com/cards/details-void-hatchling,uncommon,fury,,unit,thevoid,,,,,,2,2,,2,2,"If you would reveal cards from a deck, look at the top card first. You may recycle it. Then reveal those cards.","Riftbound Unit: Void Hatchling. If you would reveal cards from a deck, look at the top card first. You may recycle it. Then reveal those cards.",
"Volibear, Furious",OGN-041a/298,https://riftdecks.com/cards/details-volibear-furious,showcase,fury,,unit,volibear,freljord,,,,champion,10,10,CC,10CC,9,"[Deflect 2] (Opponents must pay \[A]\[A] to choose me with a spell or ability.)
When I attack, deal 5 damage split among any number of enemy units here.","Riftbound Unit: Volibear, Furious. [Deflect 2] (Opponents must pay [A][A] to choose me with a spell or ability.)
When I attack, deal 5 damage split among any number of enemy units here.",
"Volibear, Imposing",OGN-158a/298,https://riftdecks.com/cards/details-volibear-imposing,showcase,body,,unit,volibear,freljord,,,,champion,12,12,CC,12CC,10,"[Shield 3] (+3 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
When an opponent moves to a battlefield other than mine, draw 1. (Bases are not battlefield.)","Riftbound Unit: Volibear, Imposing. [Shield 3] (+3 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
When an opponent moves to a battlefield other than mine, draw 1. (Bases are not battlefield.)",
"Warwick, Hunter",OGN-159/298,https://riftdecks.com/cards/details-warwick-hunter,rare,body,,unit,dog,warwick,zaun,,,champion,6,6,C,6C,5,"I enter ready.
When I attack, kill all damaged enemy units here.","Riftbound Unit: Warwick, Hunter. I enter ready.
When I attack, kill all damaged enemy units here.",
Watchful Sentry,OGN-096/298,https://riftdecks.com/cards/details-watchful-sentry,common,mind,,unit,freljord,,,,,,2,2,,2,1,"[Deathknell] — Draw 1. (When I die, get the effect.)","Riftbound Unit: Watchful Sentry. [Deathknell] — Draw 1. (When I die, get the effect.)",
Whiteflame Protector,OGN-082/298,https://riftdecks.com/cards/details-whiteflame-protector,epic,calm,,unit,dragon,mounttargon,,,,,8,8,CC,8CC,8,"When you play me, give a unit +8 [S] this turn.","Riftbound Unit: Whiteflame Protector. When you play me, give a unit +8 [S] this turn.",
Wielder of Water,OGN-055/298,https://riftdecks.com/cards/details-wielder-of-water,common,calm,,unit,ionia,,,,,,3,3,,3,2,"While I'm attacking or defending alone, I have +2 [S].","Riftbound Unit: Wielder of Water. While I'm attacking or defending alone, I have +2 [S].",
Wildclaw Shaman,OGN-147/298,https://riftdecks.com/cards/details-wildclaw-shaman,uncommon,body,,unit,freljord,,,,,,4,4,,4,3,"When you play me, you may spend a buff to buff me and ready me. (If I don't have a buff, I get a +1 [S] buff.)","Riftbound Unit: Wildclaw Shaman. When you play me, you may spend a buff to buff me and ready me. (If I don't have a buff, I get a +1 [S] buff.)",
Windsinger,SFD-138/221,https://riftdecks.com/cards/details-windsinger,uncommon,chaos,,unit,ionia,,,,,,2,2,,2,1,"Hidden  (Hide now for [A] to react with later for [0].) 
When you play me, you may return another unit at a battlefield with 3 [S] or less to its owner's hand.","Riftbound Unit: Windsinger. Hidden (Hide now for [A] to react with later for [0].)
When you play me, you may return another unit at a battlefield with 3 [S] or less to its owner's hand.",
Wizened Elder,OGN-065/298,https://riftdecks.com/cards/details-wizened-elder,uncommon,calm,,unit,ionia,,,,,,4,4,,4,4,"While I'm buffed, I have an additional +1 [S].","Riftbound Unit: Wizened Elder. While I'm buffed, I have an additional +1 [S].",
Wraith of Echoes,OGN-118/298,https://riftdecks.com/cards/details-wraith-of-echoes,rare,mind,,unit,spirit,shadowisles,,,,,6,6,C,6C,5,"The first time a friendly unit dies each turn, draw 1.","Riftbound Unit: Wraith of Echoes. The first time a friendly unit dies each turn, draw 1.",
"Xin Zhao, Vigilant",SFD-176/221,https://riftdecks.com/cards/details-xin-zhao-vigilant,rare,order,,unit,demacia,xinzhao,,,,champion,3,3,C,3C,4,"[Tank]  (I must be assigned combat damage first.) 
I enter ready if you have two or more other units in your base.","Riftbound Unit: Xin Zhao, Vigilant. [Tank] (I must be assigned combat damage first.)
I enter ready if you have two or more other units in your base.",
"Yasuo, Remorseful",OGN-076/298,https://riftdecks.com/cards/details-yasuo-remorseful,rare,calm,,unit,yasuo,ionia,,,,champion,6,6,CC,6CC,6,"When I attack, deal damage equal to my Might to an enemy unit here.","Riftbound Unit: Yasuo, Remorseful. When I attack, deal damage equal to my Might to an enemy unit here.",
"Yone, Blademaster",SFD-116/221,https://riftdecks.com/cards/details-yone-blademaster,rare,body,,unit,yone,ionia,demon,,,champion,5,5,C,5C,5,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
When I conquer an open battlefield, deal damage equal to my Might to an enemy unit in a base.","Riftbound Unit: Yone, Blademaster. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
When I conquer an open battlefield, deal damage equal to my Might to an enemy unit in a base.",
Yordle Explorer,SFD-100/221,https://riftdecks.com/cards/details-yordle-explorer,common,body,,unit,yordle,bandlecity,,,,,4,4,,4,4,"When you play a card with Power cost \[A]\[A] or more, draw 1.","Riftbound Unit: Yordle Explorer. When you play a card with Power cost [A][A] or more, draw 1.",
Zaun Punk,SFD-160/221,https://riftdecks.com/cards/details-zaun-punk,common,order,,unit,zaun,,,,,,3,3,,3,3,"You may kill a friendly gear as an additional cost to play me.
When you play me, if you paid the additional cost, kill a gear.","Riftbound Unit: Zaun Punk. You may kill a friendly gear as an additional cost to play me.
When you play me, if you paid the additional cost, kill a gear.",
Zaunite Bouncer,OGN-188/298,https://riftdecks.com/cards/details-zaunite-bouncer,uncommon,chaos,,unit,zaun,,,,,,4,4,CC,4CC,2,"When you play me, return another unit at a battlefield to its owner's hand.","Riftbound Unit: Zaunite Bouncer. When you play me, return another unit at a battlefield to its owner's hand.",
